spo,mean_rpomAlone,lwrCL_rpomAlone,uprCL_rpomAlone,naCount_rpomAlone,mean_vib,lwrCL_vib,uprCL_vib,naCount_vib,mean_mari,lwrCL_mari,uprCL_mari,naCount_mari,mean_CC,lwrCL_CC,uprCL_CC,naCount_CC,gene,funct,NCBI,meanNA,Vib_diff,Vib_fold_diff,Mari_diff,Mari_fold_diff,CC_diff,CC_fold_diff
SPO1765,0.851,0.613,1.066,0,0.981,0.832,1.125,0,0.941,0.848,1.036,0,0.976,0.876,1.078,0,SPO1765,hypothetical protein,SPO_RS08975,0,0.13,0.205094005,0.09,0.145035591,0.125,0.197722016
SPO1766,1.022,0.92,1.117,0,0.998,0.876,1.116,0,1,0.93,1.069,0,1.074,0.91,1.204,0,SPO1766,hypothetical protein,SPO_RS08980,0,-0.024,-0.034283476,-0.022,-0.031395196,0.052,0.071598797
SPO1767,1.134,0.961,1.376,0,0.851,0.3,1.245,0,0.987,0.801,1.218,0,1.164,1.03,1.37,0,SPO1767,"acetyltransferase, GNAT family",SPO_RS08990,0,-0.283,-0.414189603,-0.147,-0.20029865,0.03,0.037670418
SPO1769,0.944,0.81,1.115,0,1.083,0.96,1.222,0,0.766,0.293,1.058,0,1.1,0.959,1.242,0,SPO1769,hypothetical protein,SPO_RS09000,0,0.139,0.198174478,-0.178,-0.301442467,0.156,0.220644759
SPO1770,0.888,0.753,1.033,0,0.976,0.835,1.117,0,0.884,0.753,1.035,0,0.905,0.821,1.004,0,SPO1770,hypothetical protein,SPO_RS09005,0,0.088,0.136321471,-0.004,-0.006513307,0.017,0.027358116
SPO1771,1.004,0.879,1.12,0,0.992,0.859,1.119,0,1.066,0.933,1.191,0,1.048,0.927,1.164,0,SPO1771,"TRAP dicarboxylate transporter, DctM subunit",SPO_RS09010,0,-0.012,-0.017347244,0.062,0.086448169,0.044,0.061879448
SPO1772,1.163,1.051,1.288,0,1.188,1.086,1.302,0,1.171,1.081,1.275,0,1.144,1.055,1.254,0,SPO1772,"TRAP dicarboxylate transporter, DctQ subunit",SPO_RS09015,0,0.025,0.030683739,0.008,0.009889979,-0.019,-0.023764045
SPO1773,0.885,0.772,1.014,0,0.958,0.868,1.066,0,0.902,0.799,1.006,0,0.981,0.88,1.093,0,dctP,"3-hydroxybenzoate/3,4-dihydroxybenzoate TRAP transporter, solute-binding protein",SPO_RS09020,0,0.073,0.114348201,0.017,0.027449978,0.096,0.148575681
SPO1774,1.041,0.93,1.149,0,0.936,0.836,1.04,0,0.979,0.881,1.067,0,0.869,0.684,1.049,0,nbaC,"3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6) ",SPO_RS09025,0,-0.105,-0.153389634,-0.062,-0.088589304,-0.172,-0.260541986
SPO1775,0.886,0.798,0.988,0,0.918,0.867,0.976,0,0.816,0.612,1.021,0,0.819,0.76,0.879,0,SPO1775,hypothetical protein,SPO_RS09030,0,0.032,0.051187455,-0.07,-0.118737547,-0.067,-0.113443247
SPO1776,1.05,0.983,1.117,0,1.05,0.987,1.115,0,1.058,1.012,1.105,0,1.078,1.03,1.128,0,SPO1776,pyridine nucleotide-disulfide oxidoreductase family protein,SPO_RS09035,0,0,0,0.008,0.0109503,0.028,0.03796785
SPO1777,1.094,1.053,1.133,0,1.07,1.038,1.102,0,1.071,1.041,1.102,0,1.056,1.023,1.089,0,SPO1777,dihydroorotate dehydrogenase family protein,SPO_RS09040,0,-0.024,-0.032001942,-0.023,-0.030654258,-0.038,-0.051002903
SPO1779,0.96,0.58,1.255,0,0.923,0.764,1.087,0,1.012,0.889,1.134,0,0.913,0.77,1.051,0,SPO1779,"membrane protein, major facilitator transporter family",SPO_RS09050,0,-0.037,-0.056703758,0.052,0.076102979,-0.047,-0.072419546
SPO1780,1.082,1.022,1.132,0,1.118,1.046,1.186,0,1.066,1.011,1.116,0,1.098,1.031,1.16,0,SPO1780,"transcriptional regulator, TetR family",SPO_RS09055,0,0.036,0.047219689,-0.016,-0.021493061,0.016,0.021177555
SPO1781,1.017,0.899,1.127,0,1.138,1.081,1.189,0,0.951,0.85,1.047,0,1.068,0.973,1.175,0,allC,allantoate deiminase (xanthine degradation),SPO_RS09060,0,0.121,0.162180878,-0.066,-0.096802433,0.051,0.070591968
SPO1782,1.077,1,1.146,0,1.055,0.966,1.14,0,0.991,0.885,1.087,0,0.843,0.654,1.023,0,SPO1782,hypothetical protein,SPO_RS09065,0,-0.022,-0.029775251,-0.086,-0.120061287,-0.234,-0.353413714
SPO1783,0.957,0.891,1.024,0,1.029,0.983,1.075,0,1.025,0.978,1.071,0,1.026,0.962,1.08,0,allB,allantoinase (xanthine degradation),SPO_RS09070,0,0.072,0.104652152,0.068,0.09903308,0.069,0.100439901
SPO1784,0.714,0.226,1.054,0,0.724,0.237,1.079,0,0.821,0.677,0.955,0,0.253,0,0.77,0,SPO1784,hypothetical protein,SPO_RS09075,0,0.01,0.020065623,0.107,0.201458148,-0.461,-1.496786689
SPO1785,1.037,0.944,1.12,0,0.995,0.935,1.044,0,1.035,0.973,1.09,0,1.005,0.935,1.065,0,SPO1785,"ABC transporter, ATP-binding protein",SPO_RS09080,0,-0.042,-0.059647463,-0.002,-0.002785126,-0.032,-0.045220393
SPO1786,0.904,0.833,0.976,0,0.944,0.869,1.02,0,0.947,0.881,1.005,0,0.958,0.845,1.067,0,SPO1786,"ABC transporter, permease protein",SPO_RS09085,0,0.04,0.062464087,0.043,0.067041653,0.054,0.083702883
SPO1787,1.048,0.959,1.135,0,1.08,1.027,1.129,0,1.047,1.019,1.078,0,1.022,0.891,1.148,0,SPO1787,"ABC transporter, permease protein",SPO_RS09090,0,0.032,0.043392596,-0.001,-0.001377275,-0.026,-0.036243521
SPO1788,1.209,1.103,1.317,0,1.105,0.951,1.245,0,1.063,0.959,1.173,0,0.96,0.796,1.127,0,SPO1788,"ABC transporter, periplasmic substrate-binding protein",SPO_RS09095,0,-0.104,-0.129767875,-0.146,-0.185672648,-0.249,-0.332707934
SPO1789,0.951,0.781,1.124,0,0.996,0.851,1.143,0,0.838,0.692,0.984,0,0.994,0.855,1.134,0,SPO1789,"sulfate/tungstate uptake family ABC transporter, permease protein",SPO_RS09100,0,0.045,0.066700401,-0.113,-0.182495097,0.043,0.063800511
SPO1790,0.999,0.933,1.078,0,1.008,0.949,1.073,0,0.983,0.912,1.063,0,1.095,1.051,1.136,0,SPO1790,"sulfate/tungstate uptake family ABC transporter, ATP-binding protein",SPO_RS09105,0,0.009,0.012939056,-0.016,-0.023293261,0.096,0.132374287
SPO1791,1.047,0.946,1.163,0,1.075,0.94,1.205,0,1.028,0.939,1.131,0,1.077,0.975,1.19,0,SPO1791,"sulfate/tungstate uptake family ABC transporter, periplasmic substrate-binding protein",SPO_RS09110,0,0.028,0.038075218,-0.019,-0.026421178,0.03,0.040756808
SPO1792,0.922,0.681,1.192,0,0.923,0.704,1.164,0,1.028,0.852,1.24,0,0.832,0.317,1.239,0,SPO1792,"DNA-binding protein, excisionase family",SPO_RS09115,0,0.001,0.001563897,0.106,0.157001609,-0.09,-0.148183222
SPO1793,0.942,0.83,1.052,0,0.974,0.863,1.079,0,0.968,0.874,1.067,0,0.935,0.819,1.059,0,SPO1793,WD domain/cytochrome c family protein,SPO_RS09120,0,0.032,0.048194712,0.026,0.039279988,-0.007,-0.010760695
SPO1794,1.128,1.025,1.231,0,0.958,0.852,1.08,0,0.87,0.725,1.013,0,0.904,0.704,1.109,0,SPO1794,"formate dehydrogenase, gamma subunit",SPO_RS09125,0,-0.17,-0.235669507,-0.258,-0.374679762,-0.224,-0.31937239
SPO1795,0.479,0,0.87,31,0.608,0,0.913,44,0.182,0,0.679,35,0.65,0,0.956,38,SPO1795,"formate dehydrogenase, iron-sulfur subunit, putative",SPO_RS09130,37,0.129,0.344045668,-0.297,-1.396087206,0.171,0.440414062
SPO1796,0.947,0.884,1.002,0,0.958,0.906,1.004,0,0.92,0.87,0.968,0,0.923,0.87,0.973,0,SPO1796,"formate dehydrogenase, alpha subunit, putative",SPO_RS09135,0,0.011,0.01666123,-0.027,-0.041730565,-0.024,-0.037033778
SPO1798,0.869,0.758,0.98,0,0.949,0.807,1.07,0,0.923,0.861,0.989,0,0.932,0.802,1.086,0,SPO1798,"chaperone, TorD family",SPO_RS09145,0,0.08,0.12705191,0.054,0.086974471,0.063,0.100973778
SPO1799,0.63,0,1.419,1540,0.307,0,0.849,3202,0.41,0,0.807,3135,0.948,0.602,1.312,1553,SPO1799,hypothetical protein,SPO_RS09150,2357.5,-0.323,-1.037113173,-0.22,-0.619727919,0.318,0.589535231
SPO1800,0.959,0.877,1.047,0,0.975,0.899,1.045,0,0.919,0.852,0.985,0,0.887,0.831,0.943,0,SPO1800,iron-sulfur cluster-binding protein,SPO_RS09160,0,0.016,0.023871404,-0.04,-0.061465954,-0.072,-0.112596711
SPO1801,1.046,0.93,1.158,0,0.931,0.856,0.996,0,1.01,0.964,1.059,0,0.983,0.874,1.157,0,SPO1801,hypothetical protein,SPO_RS09165,0,-0.115,-0.168029779,-0.036,-0.050527559,-0.063,-0.08961953
SPO1804,1.101,0.996,1.204,0,1.019,0.894,1.124,0,0.999,0.887,1.095,0,0.978,0.902,1.056,0,SPO1804,hypothetical protein,SPO_RS09180,0,-0.082,-0.111660417,-0.102,-0.140257886,-0.123,-0.170908099
SPO1806,1.019,0.929,1.114,0,0.989,0.941,1.045,0,0.936,0.857,1.012,0,0.971,0.921,1.029,0,SPO1806,flavin reductase domain protein,SPO_RS09190,0,-0.03,-0.043111625,-0.083,-0.122573617,-0.048,-0.069610851
SPO1807,1.131,1.052,1.213,3118,1.211,1.107,1.314,3168,1.101,0.999,1.344,624,1.185,1.086,1.286,3125,SPO1807,"exonuclease, DNA polymerase III, epsilon subunit family",SPO_RS09195,2508.75,0.08,0.098599936,-0.03,-0.03878446,0.054,0.06728813
SPO1808,0.964,0.711,1.207,0,0.919,0.753,1.108,0,0.677,0.242,1.038,1,0.974,0.801,1.155,0,SPO1808,hypothetical protein,SPO_RS09200,0.25,-0.045,-0.068968285,-0.287,-0.509877313,0.01,0.014888626
SPO1809,1.015,0.913,1.115,0,0.95,0.877,1.016,0,0.923,0.874,0.971,0,0.935,0.874,0.996,0,SPO1809,nucleotidyltransferase/CBS/cyclic nucleotide-binding domain protein,SPO_RS09205,0,-0.065,-0.095480309,-0.092,-0.137077174,-0.08,-0.118441457
SPO1810,0.952,0.872,1.035,0,0.886,0.708,1.001,0,0.951,0.879,1.015,0,0.908,0.855,0.96,0,SPO1810,sodium/solute symporter family protein,SPO_RS09210,0,-0.066,-0.103654875,-0.001,-0.001516232,-0.044,-0.068269276
SPO1812,0.933,0.824,1.039,0,0.968,0.894,1.037,0,1.008,0.956,1.059,0,1.047,1.004,1.095,0,adk-2,adenylate kinase,SPO_RS09220,0,0.035,0.053129966,0.075,0.111546653,0.114,0.166312456
SPO1813,0.926,0.795,1.03,0,0.962,0.868,1.035,0,0.933,0.888,0.979,0,1.024,0.977,1.071,0,acs,acetyl-coenzyme A synthetase,SPO_RS09225,0,0.036,0.055024701,0.007,0.010864888,0.098,0.145131617
SPO1814,1.163,1.113,1.212,0,1,0.941,1.061,0,1.009,0.96,1.06,0,1.025,0.978,1.074,0,SPO1814,"TRAP dicarboxylate transporter, DctP subunit, putative",SPO_RS09230,0,-0.163,-0.217851097,-0.154,-0.204924922,-0.138,-0.182227187
SPO1815,0.987,0.94,1.041,0,0.964,0.92,1.004,0,0.937,0.893,0.983,0,1.001,0.937,1.092,0,SPO1815,"TRAP dicarboxylate transporter, DctQ subunit",SPO_RS09235,0,-0.023,-0.034016938,-0.05,-0.075001037,0.014,0.020319984
SPO1816,1.089,1.072,1.104,0,0.967,0.923,1.012,0,0.969,0.945,0.995,0,0.966,0.935,0.997,0,SPO1816,"TRAP dicarboxylate transporter, DctM subunit, putative",SPO_RS09240,0,-0.122,-0.171416159,-0.12,-0.168435383,-0.123,-0.17290886
SPO1817,0.632,0.206,0.941,0,0.859,0.491,1.147,0,0.937,0.84,1.042,0,0.618,0.201,0.919,0,SPO1817,hypothetical protein,SPO_RS09245,0,0.227,0.442733573,0.305,0.568124489,-0.014,-0.03231772
SPO1818,0.887,0.79,0.993,0,0.895,0.828,0.971,0,0.874,0.75,0.998,0,0.855,0.724,1.024,0,SPO1818,hypothetical protein,SPO_RS09250,0,0.008,0.012953578,-0.013,-0.021300825,-0.032,-0.053009685
SPO1819,1.171,0.648,1.982,602,1.384,0.972,1.752,13,1.243,0.936,1.565,12,1.133,0.269,1.749,190,SPO1819,phosphodiesterase,SPO_RS09255,204.25,0.213,0.241102867,0.072,0.086085221,-0.038,-0.047593215
SPO1820,0.774,0.571,0.952,0,0.946,0.861,1.016,0,0.92,0.854,0.975,0,0.963,0.838,1.088,0,SPO1820,"sugar ABC transporter, periplasmic sugar-binding protein",SPO_RS09260,0,0.172,0.289506617,0.146,0.249300295,0.189,0.315202232
SPO1822,1.035,0.875,1.197,0,1.004,0.886,1.135,0,0.871,0.633,1.104,0,0.924,0.838,1.024,0,SPO1822,"sugar ABC transporter, permease protein",SPO_RS09270,0,-0.031,-0.043871498,-0.164,-0.248886144,-0.111,-0.163666011
SPO1823,0.939,0.674,1.274,4,1.132,0.892,1.421,0,1.036,0.745,1.328,1,0.708,0.112,1.285,11,SPO1823,"sugar ABC transporter, ATP-binding protein",SPO_RS09275,4,0.193,0.269676895,0.097,0.14182694,-0.231,-0.407375798
SPO1825,0.934,0.837,1.017,0,0.83,0.655,0.965,0,0.856,0.724,0.992,0,0.832,0.747,0.909,0,SPO1825,glutamine synthetase family protein,SPO_RS09285,0,-0.104,-0.170311213,-0.078,-0.125811753,-0.102,-0.166839022
SPO1826,1.163,1.042,1.279,0,1.089,0.994,1.193,0,1.124,1.051,1.203,0,0.988,0.809,1.131,0,SPO1826,"transcriptional regulator, RpiR family",SPO_RS09290,0,-0.074,-0.094847143,-0.039,-0.049209061,-0.175,-0.23526815
SPO1828,1.029,0.956,1.12,0,0.927,0.83,1.03,0,0.931,0.864,1.01,0,0.947,0.864,1.048,0,SPO1828,isochorismatase family protein,SPO_RS09300,0,-0.102,-0.150601738,-0.098,-0.144389909,-0.082,-0.119806651
SPO1829,0.752,0.245,1.184,1,0.942,0.646,1.209,4,0.97,0.814,1.159,2,0.837,0.262,1.252,1,SPO1829,"branched-chain amino acid ABC transporter, ATP-binding protein",SPO_RS09305,2,0.19,0.324994398,0.218,0.367252085,0.085,0.154494961
SPO1830,1.154,1.003,1.316,0,1.148,1.031,1.292,0,1.129,1.013,1.26,0,1.108,0.968,1.268,0,SPO1830,"branched-chain amino acid ABC transporter, periplasmic branched-chain amino acid binding protein",SPO_RS09310,0,-0.006,-0.007520582,-0.025,-0.031597738,-0.046,-0.058685343
SPO1831,1.103,0.976,1.243,0,1.118,1.03,1.223,0,1.072,1.011,1.152,0,1.181,1.108,1.271,0,livF-1,"branched-chain amino acid ABC transporter, ATP-binding protein",SPO_RS09315,0,0.015,0.019487397,-0.031,-0.041127885,0.078,0.098576174
SPO1832,1.056,0.981,1.132,0,0.993,0.953,1.034,0,1.014,0.953,1.064,0,1.04,0.925,1.138,0,SPO1832,"branched-chain amino acid ABC transporter, permease protein",SPO_RS09320,0,-0.063,-0.088744212,-0.042,-0.058552182,-0.016,-0.022026306
SPO1833,1.02,0.967,1.078,0,1.027,0.975,1.084,0,1.044,0.992,1.095,0,1.059,1.016,1.108,0,SPO1833,"branched-chain amino acid ABC transporter, permease protein",SPO_RS09325,0,0.007,0.009867029,0.024,0.03355256,0.039,0.054133437
SPO1834,1.002,0.946,1.063,0,1.017,0.964,1.066,0,1.035,0.995,1.071,0,1.029,0.979,1.082,0,SPO1834,acetamidase/formamidase family protein,SPO_RS09330,0,0.015,0.021437171,0.033,0.046748259,0.027,0.038360474
SPO1835,1.062,0.795,1.269,0,1.123,1.026,1.225,0,1.089,0.993,1.184,0,1.239,1.145,1.346,0,SPO1835,"sugar ABC transporter, ATP-binding protein",SPO_RS09335,0,0.061,0.080574162,0.027,0.036220188,0.177,0.222392421
SPO1836,1.075,0.982,1.152,0,0.996,0.942,1.05,0,0.93,0.808,1.008,0,0.992,0.921,1.054,0,SPO1836,"oxidoreductase, Gfo/Idh/MocA family",SPO_RS09340,0,-0.079,-0.110119012,-0.145,-0.209034038,-0.083,-0.115924634
SPO1837,0.95,0.869,1.044,0,0.937,0.894,0.979,0,0.95,0.91,0.983,0,0.921,0.869,0.971,0,SPO1837,"sugar ABC transporter, permease protein",SPO_RS09345,0,-0.013,-0.019878466,0,0,-0.029,-0.044726357
SPO1838,0.756,0.699,0.815,0,0.941,0.81,1.064,0,0.883,0.731,1.011,0,0.923,0.835,1.007,0,SPO1838,"sugar ABC transporter, permease protein",SPO_RS09350,0,0.185,0.315808489,0.127,0.224027203,0.167,0.287944413
SPO1839,0.971,0.88,1.055,0,0.894,0.805,0.975,0,0.925,0.852,0.99,0,0.844,0.76,0.918,0,SPO1839,"sugar ABC transporter, periplasmic sugar-binding protein",SPO_RS09355,0,-0.077,-0.119196464,-0.046,-0.07001793,-0.127,-0.202228297
SPO1840,1.023,0.932,1.114,0,0.962,0.881,1.037,0,1.047,0.97,1.136,0,0.882,0.584,1.097,0,SPO1840,glucokinase regulator-related protein,SPO_RS09360,0,-0.061,-0.088697346,0.024,0.033455297,-0.141,-0.213955584
SPO1841,1.008,0.966,1.062,0,1.022,0.979,1.074,0,0.965,0.884,1.032,0,1.008,0.96,1.061,0,SPO1841,BadF/BadG/BcrA/BcrD ATPase family protein,SPO_RS09365,0,0.014,0.019899557,-0.043,-0.062894791,0,0
SPO1842,0.36,0,0.795,3136,0.429,0,0.959,3113,0.3,0,0.744,3141,0.762,0,1.279,1523,SPO1842,"transcriptional regulator, GntR family",SPO_RS09370,2728.25,0.069,0.252980741,-0.06,-0.263034406,0.402,1.081794091
SPO1843,1.113,0.939,1.334,0,1.004,0.806,1.217,0,1.098,0.961,1.277,0,1.13,0.942,1.337,0,SPO1843,SIS domain protein,SPO_RS09375,0,-0.109,-0.148694323,-0.015,-0.019575538,0.017,0.02186918
SPO1844,0.622,0,0.884,631,0.522,0,1.418,374,0.705,0,1.457,361,0.594,0,0.935,571,nagA,N-acetylglucosamine-6-phosphate deacetylase,SPO_RS09380,484.25,-0.1,-0.252864774,0.083,0.180708677,-0.028,-0.066451649
SPO1845,0.96,0.895,1.018,0,0.951,0.867,1.025,0,0.896,0.829,0.953,0,0.883,0.797,0.993,0,SPO1845,"oxidoreductase, molybdopterin-binding protein",SPO_RS09385,0,-0.009,-0.013589065,-0.064,-0.099535674,-0.077,-0.120620968
SPO1846,1.021,0.939,1.109,0,1.01,0.922,1.106,0,0.936,0.845,1.024,0,0.933,0.746,1.079,0,SPO1846,"branched-chain amino acid ABC transporter, periplasmic substrate-binding protein",SPO_RS09390,0,-0.011,-0.015627573,-0.085,-0.125402431,-0.088,-0.13003388
SPO1847,0.964,0.936,0.996,0,1.023,0.974,1.069,0,0.998,0.955,1.048,0,0.95,0.915,0.986,0,SPO1847,AMP-binding enzyme,SPO_RS09395,0,0.059,0.085701094,0.034,0.050006669,-0.014,-0.021105633
SPO1848,0.926,0.858,0.993,0,0.891,0.794,0.974,0,0.918,0.813,1.027,0,0.908,0.769,1.047,0,SPO1848,"branched-chain amino acid ABC transporter, ATP-binding protein",SPO_RS09400,0,-0.035,-0.055586762,-0.008,-0.01251804,-0.018,-0.028319896
SPO1849,0.876,0.712,1.039,0,0.899,0.768,1.036,0,0.89,0.705,1.037,0,0.956,0.797,1.096,0,SPO1849,"branched-chain amino acid ABC transporter, ATP-binding protein",SPO_RS09405,0,0.023,0.037390246,0.014,0.022874466,0.08,0.126079748
SPO1850,1.03,0.84,1.217,0,0.956,0.769,1.148,0,0.922,0.804,1.051,0,0.454,0,0.92,0,SPO1850,"branched-chain amino acid ABC transporter, permease protein",SPO_RS09410,0,-0.074,-0.107561814,-0.108,-0.159805682,-0.576,-1.181880135
SPO1851,0.781,0.253,1.135,0,0.78,0.256,1.132,0,0.801,0.627,0.96,0,0.525,0,1.08,0,SPO1851,"branched-chain amino acid ABC transporter, permease protein",SPO_RS09415,0,-0.001,-0.001848424,0.02,0.036479694,-0.256,-0.573005126
SPO1852,1.085,0.994,1.158,0,1.055,0.981,1.112,0,1.098,1.022,1.172,0,1.039,0.92,1.135,0,SPO1852,"oxidoreductase, zinc-binding dehydrogenase family",SPO_RS09420,0,-0.03,-0.040452044,0.013,0.017183012,-0.046,-0.062499388
SPO1853,1.147,0.879,1.44,0,1.15,1.002,1.349,0,1.183,1.045,1.364,0,1.042,0.892,1.236,0,SPO1853,"transcriptional regulator, TetR family",SPO_RS09425,0,0.003,0.00376847,0.036,0.044584682,-0.105,-0.138510114
SPO1854,0.98,0.911,1.057,0,1.078,0.991,1.169,0,1.095,1.034,1.161,0,1.091,1.023,1.163,0,SPO1854,hypothetical protein,,0,0.098,0.137503524,0.115,0.160077215,0.111,0.154797447
SPO1855,1.091,1.003,1.181,0,1.101,1.023,1.171,0,1.09,1.02,1.156,0,1.069,0.997,1.137,0,SPO1855,hypothetical protein,SPO_RS22195,0,0.01,0.013163367,-0.001,-0.001322967,-0.022,-0.029389249
SPO1856,0.961,0.717,1.212,0,1.034,0.783,1.267,0,0.923,0.65,1.142,0,1.007,0.787,1.228,0,SPO1856,"ribonuclease BN, putative",SPO_RS09440,0,0.073,0.10562785,-0.038,-0.058205783,0.046,0.067455347
SPO1857,0.973,0.866,1.112,0,0.91,0.793,1.026,0,1.015,0.973,1.059,0,0.959,0.911,1.007,0,SPO1857,hypothetical protein,,0,-0.063,-0.09657326,0.042,0.060968017,-0.014,-0.02090899
SPO1858,0.501,0,1.014,0,0.338,0,0.716,0,0.603,0.179,0.964,0,0.204,0,0.613,0,rrmJ,ribosomal RNA large subunit methyltransferase J,SPO_RS09445,0,-0.163,-0.567787357,0.102,0.267347399,-0.297,-1.296241451
SPO1859,1.178,1.029,1.325,47,0.952,0.816,1.056,38,0.865,0.624,1.077,40,0.249,0,0.967,28,SPO1859,"phosphatase, Ppx/GppA family",SPO_RS09450,38.25,-0.226,-0.307306061,-0.313,-0.445567501,-0.929,-2.242121892
SPO1860,1.019,0.953,1.083,0,1.056,1.015,1.093,0,1.013,0.947,1.07,0,0.991,0.933,1.047,0,SPO1860,twin-arginine translocation pathway signal sequence domain protein,SPO_RS09455,0,0.037,0.051455783,-0.006,-0.008519877,-0.028,-0.040197089
SPO1861,0.855,0.668,1.021,0,0.779,0.592,0.965,0,0.742,0.623,0.863,0,0.895,0.773,1.029,0,SPO1861,hypothetical protein,SPO_RS09460,0,-0.076,-0.134301092,-0.113,-0.204505233,0.04,0.065963262
SPO1862,0.908,0.867,0.965,0,1.075,1.022,1.136,0,0.937,0.839,1.021,0,0.983,0.926,1.045,0,SPO1862,metFprotein-like protein,SPO_RS09465,0,0.167,0.243572457,0.029,0.04535675,0.075,0.114499119
SPO1863,0.336,0.11,0.497,0,0.7,0.532,0.809,0,0.403,0.346,0.45,0,0.692,0.515,0.817,0,SPO1863,pterin binding component of split MetH,SPO_RS09470,0,0.364,1.058893689,0.067,0.262318606,0.356,1.042310805
SPO1865,1.242,1.221,1.262,5857,1.202,1.184,1.221,5865,1.132,1.078,1.186,3156,1.255,1.107,1.403,3211,tkt,transketolase,SPO_RS09480,4522.25,-0.04,-0.047228278,-0.11,-0.133791215,0.013,0.015022191
SPO1866,1.159,1.079,1.24,0,1.14,1.096,1.183,0,1.11,1.012,1.21,0,1.086,1.031,1.145,0,SPO1866,hypothetical protein,SPO_RS09485,0,-0.019,-0.023846742,-0.049,-0.06232089,-0.073,-0.093856463
SPO1868,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0.383,0,SPO1868,glutaredoxin-related protein,SPO_RS09495,0,0,NA,0,NA,0.128,Inf
SPO1869,0.452,0,0.927,0,0.783,0.486,1.048,0,0.738,0.25,1.07,0,0.523,0,1.058,0,SPO1869,BolA family protein,SPO_RS09500,0,0.331,0.792689535,0.286,0.707298044,0.071,0.210488174
SPO1870,0.047,0,0.123,0,0.412,0.284,0.541,0,0.259,0.079,0.388,0,0.504,0.432,0.566,0,purL,phosphoribosylformylglycinamidine synthase II,SPO_RS09505,0,0.365,3.131911676,0.212,2.462219436,0.457,3.422691072
SPO1871,1.02,0.97,1.065,0,1.031,0.979,1.081,0,0.973,0.937,1.011,0,1.019,0.96,1.078,0,SPO1871,mechanosensitive ion channel family protein,SPO_RS09510,0,0.011,0.015475181,-0.047,-0.068057442,-0.001,-0.001415101
SPO1873,1.093,1.081,1.107,0,1.081,1.061,1.098,0,1.079,1.068,1.092,0,1.078,1.062,1.095,0,SPO1873,pyruvate ferredoxin/flavodoxin oxidoreductase family protein,SPO_RS09520,0,-0.012,-0.015926878,-0.014,-0.018598536,-0.015,-0.019936223
SPO1874,1.054,1.031,1.076,0,1.066,1.025,1.102,0,1.056,1.012,1.09,0,1.03,1.007,1.055,0,SPO1874,acyltransferase domain protein,SPO_RS09525,0,0.012,0.016332571,0.002,0.002734968,-0.024,-0.03323053
SPO1875,0.821,0.739,0.916,0,1,0.931,1.069,0,0.963,0.91,1.01,0,1.05,0.989,1.104,0,murI,glutamate racemase,SPO_RS09530,0,0.179,0.284545873,0.142,0.230153576,0.229,0.354935201
SPO1876,1.03,1.002,1.07,0,1.041,1.004,1.084,0,1.043,1.014,1.078,0,1.056,1.029,1.092,0,argC-2,N-acetyl-gamma-glutamyl-phosphate reductase,SPO_RS09535,0,0.011,0.015325731,0.013,0.01809482,0.026,0.035965497
SPO1878,1.004,0.893,1.126,0,0.97,0.812,1.131,0,0.864,0.697,1.033,0,0.797,0.262,1.127,0,SPO1878,hypothetical protein,SPO_RS09545,0,-0.034,-0.049702617,-0.14,-0.216656052,-0.207,-0.33310764
SPO1879,0.954,0.363,1.363,202,0.94,0.472,1.236,93,1.104,0.924,1.29,11,0.803,0,1.121,356,SPO1879,hypothetical protein,,165.5,-0.014,-0.021328509,0.15,0.210679001,-0.151,-0.248589278
SPO1882,1.09,0.914,1.252,0,1.026,0.902,1.159,0,1.09,0.996,1.181,0,1.056,0.91,1.209,0,SPO1882,enoyl-CoA hydratase/isomerase family protein,SPO_RS09565,0,-0.064,-0.087297404,0,0,-0.034,-0.0457183
SPO1883,0.95,0.88,1.026,0,0.973,0.931,1.016,0,0.968,0.932,1.002,0,0.936,0.892,0.977,0,SPO1883,hypothetical protein,SPO_RS09570,0,0.023,0.034512292,0.018,0.027079534,-0.014,-0.021418984
SPO1884,0,0,0,0,0,0,0,0,0.044,0,0.089,0,0.14,0,0.373,0,SPO1884,S-methyltransferase component of split metH,SPO_RS09575,0,0,NA,0.044,Inf,0.14,Inf
SPO1885,0.974,0.848,1.08,0,0.861,0.481,1.096,0,0.869,0.509,1.084,0,0.801,0.471,1.054,0,SPO1885,hypothetical protein,SPO_RS09580,0,-0.113,-0.177908535,-0.105,-0.164565595,-0.173,-0.28211953
SPO1886,0.997,0.903,1.084,0,1.006,0.906,1.083,0,0.961,0.897,1.034,0,1.06,0.979,1.142,0,SPO1886,hypothetical protein,SPO_RS09585,0,0.009,0.012964895,-0.036,-0.053057074,0.063,0.088398855
SPO1887,0.171,0,0.427,0,0.305,0,0.614,0,0.205,0,0.48,0,0.251,0,0.566,0,purC,phosphoribosylaminoimidazole-succinocarboxamide synthase,SPO_RS09590,0,0.134,0.834812918,0.034,0.261627585,0.08,0.553691039
SPO1888,0.178,0,0.55,0,0.192,0,0.579,0,0.508,0.163,0.757,0,0.231,0,0.717,0,purS,"phosphoribosylformylglycinamidine synthase, PurS protein",SPO_RS09595,0,0.014,0.10922907,0.33,1.512951256,0.053,0.37601561
